Dayn;SiteTerm;ka010;eps010;HeSpec;GWL;NDVI;rb;pd;Po;alfa;teta1;teta2;MEAN_B02;MEAN_B03;MEAN_B04;MEAN_B05;MEAN_B06;MEAN_B07;MEAN_B08;MEAN_B8A;MEAN_B11;MEAN_B12;NDWI;NDMI;VDSI;NDVIsat;TCwet;NMDI;STR;NDRE;NSMI;AVI;BSI;SI;NPCRI;NDWIsent;GCC;ARI;ARI2;EVI;EVI2;MSI;MCARI;NDII;ChRE;CCCI;NDVI_GR;PSRI;SAVI;MSAVI2;SR;BAI;CIg;CIre;CM;EVI3;FMR;GNDVI;IrOxR;MTVI2;MCARI2;NBRI;NDBI;NDSI;NDVIre;RTVICore;SRre;VARI;EVSI;WCI;ChlAP8;ChlAP1;NDCI;3BI;Idrozd;OPTRAMexp;FAI;SABI;IGAG;VBFAH;SA;SEI ;MAI;SUI;SS;GLI;OSAVI;NSDSI1;NSDSI2;NSDSI3;GVMI;SMI;SMDI;WI;MNDWI;NDWI2;AWEI1;AWEI2;AWEI3;MLSWI;SWM;SWCI;ANDWI;AWEInsh;AWEIsh;LSWI;MLSWI26;MLSWI27;MuWIR;NDPonI;NDTI;NDVI_MNDWI;NWI;OSI;PI;RNDVI;S2WI;TWI;WI1;WI2;WI2015;WRI;OPTRAMlin
242;L_S8P16_6;10.7;0.0147;8.1;71.8;0.33;0.959;2.21;0.5661;0.3068;0.2816;0.2681;0.056838552;0.07737603;0.091676966;0.132480811;0.177139176;0.204536993;0.212504919;0.238403533;0.314302078;0.217743194;-0.466153049;-0.193234259;0.29230194;0.397222712;0.053904105;0.423464368;1.405154625;0.231963532;0.181486219;0.155505652;0.2023264;0.924592502;0.234577599;-0.193234259;0.342536191;5.375635964;1.099516418;0.226053246;0.222351721;1.479034369;0.043038742;-0.193234259;0.647710755;0.583963416;0.113880281;0.262969508;0.2253743;0.526320532;2.317975044;42.86873622;1.746392097;0.604043014;1.443453056;0.226053246;1.479034369;0.466153049;1.612936331;0.113931286;0.113931286;-0.193234259;0.193234259;-0.604899897;0.231963532;6.651121926;1.604043014;-0.127442909;-0.54836602;2.154140064;0.525512505;-0.00192726;0.182031806;0.595117196;0.391929106;0.30778794;0.16252599;0.900259499;2.735085138;0.126342693;0.682643802;-0.193234259;0.096122974;0.08532504;665.0374726;0.02056449;0.30195152;0.307216819;0.443453056;0.181486219;-0.422942816;-0.397222712;0.193234259;0.364114068;-0.604899897;-0.54836602;-1.478925598;-1.599624203;-0.594367665;0.566782923;0.254769932;0.254769932;-0.534456239;-0.402036638;-0.594367665;-0.193234259;0.429473791;0.566782923;-0.666584639;0.604899897;0.084594391;1.002122609;-0.858149861;2.974266406;0.698611356;-0.397222712;-0.243450997;-0.870394196;-0.475628667;-0.585999048;-29.25197246;0.320901198;0.25969242
247;L_S8P16_7;9.4;0.0129;13.7;68.2;0.34;0.959;2.21;0.5661;0.275;0.2631;0.2411;0.051565258;0.083090371;0.101311153;0.150831417;0.214376481;0.239808417;0.259138587;0.279691479;0.339787669;0.226165951;-0.514416482;-0.134656114;0.337968306;0.437862525;0.057394855;0.422232872;1.323849;0.264183158;0.200761536;0.18285644;0.17344309;0.921116255;0.325399418;-0.134656114;0.352127405;5.405170433;1.296205365;0.266552474;0.278426927;1.311219889;0.053554971;-0.134656114;0.628966316;0.603347267;0.168501249;0.329811232;0.275136523;0.593192853;2.557848548;25.21565954;2.118755938;0.718067711;1.502382068;0.266552474;1.311219889;0.514416482;1.964717278;0.147445704;0.147445704;-0.134656114;0.134656114;-0.607024424;0.264183158;9.070234846;1.718067711;-0.137167231;-0.540641923;2.595260002;0.638796563;-0.0070124;0.196397868;0.694721936;0.395577575;0.252189906;0.202494463;1.172081961;2.930581327;0.164853748;0.891680414;-0.134656114;0.114822365;0.139929023;665.0340365;0.041698892;0.351772339;0.334390352;0.502382068;0.200761536;-0.282881075;-0.437862525;0.134656114;0.320640672;-0.607024424;-0.540641923;-1.571503057;-1.713530204;-0.695639687;0.532244982;0.224828395;0.224828395;-0.555224008;-0.469617475;-0.695639687;-0.134656114;0.371141521;0.532244982;-0.41063029;0.607024424;0.09881037;1.044886949;-0.882359393;3.576080699;0.718931262;-0.437862525;-0.199827746;-1.06388039;-0.462643996;-0.628667889;-33.25514184;0.30788686;0.201100292
292;L_S8P16_8;21.4;0.0239;13.4;62.4;0.7;0.959;2.21;0.5661;0.4769;0.4007;0.4125;0.033079529;0.065801663;0.041854416;0.110419744;0.309026602;0.370513336;0.381538171;0.397878143;0.235709387;0.125362833;-0.705809062;0.236256559;0.211404745;0.802290273;0.031698432;0.565756823;3.051104353;0.551100855;0.305607985;0.180059591;-0.19800283;0.952987306;0.117101634;0.236256559;0.467555181;6.140832991;2.275260515;0.613338791;0.572745017;0.61778717;0.157345939;0.236256559;0.298018271;0.686909555;0.559863678;0.079468464;0.551797403;0.931904252;9.1158402;9.366128136;4.798305938;2.455343749;1.88021745;0.613338791;0.61778717;0.705809062;1.265266396;0.430036281;0.430036281;0.236256559;-0.236256559;-0.563520722;0.551100855;23.95447766;3.455343749;0.321109602;-0.69841589;2.049638609;1.24468351;-0.065020766;0.450275525;4.584715545;0.616148037;0.290343208;0.375993098;3.435271657;9.249486605;0.330449196;1.919117259;0.236256559;0.061912184;0.443942867;665.033492;0.274378469;0.675416802;0.468146623;0.88021745;0.305607985;0.206221354;-0.802290273;-0.236256559;0.172464166;-0.563520722;-0.69841589;-0.98183004;-1.119763232;-0.75962836;0.662923698;0.160196975;0.160196975;-0.68135791;-0.430267648;-0.75962836;0.236256559;0.448098033;0.662923698;-0.147542953;0.563520722;-0.222442118;1.365810995;-0.914709401;3.254462276;0.901145137;-0.802290273;-0.063376565;-3.625741105;-0.311570255;-0.582440852;-33.117308;0.174413131;0.332596079
302;L_S8P16_9;19.9;0.0164;11;55.7;0.67;0.959;2.21;0.5661;0.459;0.3857;0.3974;0.033027745;0.060249498;0.037861379;0.102060686;0.291396432;0.343302355;0.380379667;0.375684794;0.189570869;0.096635608;-0.726529688;0.334781329;0.161376758;0.818949484;0.029285859;0.603366265;4.222394015;0.576898221;0.32471404;0.174029506;-0.290205454;0.956213218;0.068185827;0.334781329;0.459433667;6.799556629;2.334303806;0.629703359;0.579622128;0.498372772;0.150516696;0.334781329;0.297290957;0.704436882;0.589915088;0.047360387;0.559523488;0.938403322;10.04664071;9.389288772;5.313408106;2.726995016;1.961708252;0.629703359;0.498372772;0.726529688;1.146350698;0.436180397;0.436180397;0.334781329;-0.334781329;-0.51765744;0.576898221;24.63059647;3.726995016;0.343992655;-0.667053561;1.823852586;1.180193077;-0.06256822;0.458821898;4.841274036;0.621710715;0.508072204;0.370933717;3.672045598;10.16856459;0.333884962;1.935131576;0.334781329;0.055299186;0.419726308;665.0299724;0.259210823;0.687120393;0.490240203;0.961708252;0.32471404;0.25368963;-0.818949484;-0.334781329;0.158393055;-0.51765744;-0.667053561;-0.761959248;-0.878128325;-0.695433218;0.730164589;0.163658487;0.163658487;-0.671218378;-0.346632482;-0.695433218;0.334781329;0.53145593;0.730164589;-0.231910633;0.51765744;-0.228192021;1.336606924;-0.905582935;2.970559333;0.909474742;-0.818949484;0.027303368;-4.127704447;-0.231928391;-0.490561607;-29.88174576;0.172139282;0.569995084
157;L_S3S2_1;17.9;0.0157;27.8;66.5;0.62;1.01;2.277;0.5564;0.4961;0.3426;0.3581;0.053682424;0.085747413;0.044279447;0.128854713;0.438354642;0.558667682;0.561782636;0.593327994;0.215894826;0.100271226;-0.735155416;0.444770264;0.152809426;0.85387818;0.039537873;0.673818068;4.036610991;0.626852753;0.365705298;0.237259301;-0.405750145;0.938594511;-0.095986086;0.444770264;0.466756014;3.901480897;2.179631291;0.908001556;0.773324809;0.384303131;0.221028185;0.444770264;0.230646442;0.734124336;0.624096342;-0.072973478;0.701818456;1.398148111;12.6872098;3.923251868;5.55159865;3.359814426;2.153108472;0.908001556;0.384303131;0.735155416;0.824840684;0.617140829;0.617140829;0.444770264;-0.444770264;-0.431462826;0.626852753;38.53244011;4.359814426;0.543169455;-0.659617021;1.159870828;1.898347581;-0.112462332;0.488495544;6.497802142;0.657917351;0.41392414;0.549647022;3.711567053;12.8074973;0.501512274;2.923746832;0.444770264;0.066206161;0.417810622;665.0545318;0.272893404;0.78362278;0.535555216;1.153108472;0.365705298;0.541223828;-0.85387818;-0.444770264;0.152634502;-0.431462826;-0.659617021;-0.792251683;-0.936781184;-0.923533044;0.627582727;0.179290057;0.179290057;-0.653920022;-0.38528944;-0.923533044;0.444770264;0.339884412;0.627582727;-0.275113503;0.431462826;-0.318918459;1.285341007;-0.884756052;2.422149582;0.92693909;-0.85387818;0.124750113;-5.439161657;-0.078077191;-0.30261577;-39.64326279;0.167198957;0.501353846
172;L_S3S2_3;13.9;0.0192;12.9;88.1;0.37;1.01;2.277;0.5564;0.434;0.2987;0.3099;0.056744011;0.08242523;0.086078526;0.132059461;0.241265769;0.287014812;0.300331396;0.318247342;0.27057477;0.174949539;-0.569307363;0.052121747;0.243165273;0.554470416;0.053050318;0.537900133;1.945441712;0.389166264;0.21463527;0.19216239;-0.000591418;0.924825875;0.205391356;0.052121747;0.365931397;4.55986103;1.308747657;0.385008285;0.370890947;0.900920693;0.055313257;0.052121747;0.460113749;0.701870204;0.28118122;0.222131108;0.362562848;0.69055631;3.489039724;17.25536585;2.643682826;1.274213396;1.546587494;0.385008285;0.900920693;0.569307363;1.516962299;0.229219723;0.229219723;0.052121747;-0.052121747;-0.533001528;0.389166264;14.64813182;2.274213396;-0.032688832;-0.517298581;10.54440521;0.812946578;-0.031612686;0.2107883;0.975908653;0.427218496;0.322964523;0.24880931;1.539513097;3.771998242;0.215661657;1.210468194;0.052121747;0.098395322;0.169212911;665.0464832;0.071595244;0.454847761;0.353415178;0.546587494;0.21463527;-0.03492941;-0.554470416;-0.052121747;0.274447598;-0.533001528;-0.517298581;-1.189260702;-1.30879224;-0.637289546;0.59994075;0.243769029;0.243769029;-0.536099347;-0.346569773;-0.637289546;0.052121747;0.442253816;0.59994075;-0.58646911;0.533001528;0.021680796;1.087471944;-0.858599473;2.969542551;0.777235208;-0.554470416;-0.139702998;-1.748454483;-0.359492537;-0.510180485;-29.5471297;0.295151404;0.267997741
192;L_S3S2_4;10.1;0.0043;21.1;94.6;0.61;1.01;2.277;0.5564;0.3557;0.2509;0.2489;0.0610455;0.081656697;0.059446563;0.124474557;0.291396811;0.341964352;0.36577966;0.368330971;0.248848193;0.140477179;-0.635001957;0.190247589;0.186203756;0.720400297;0.04481516;0.545330135;2.629535569;0.492204033;0.278355898;0.195576397;-0.16123955;0.932561958;-0.01327006;0.190247589;0.403943598;4.212622609;1.440566759;0.605584351;0.515847535;0.680322664;0.118230284;0.190247589;0.363998635;0.683236855;0.443251076;-0.012845492;0.496634914;0.862675828;6.153083426;10.51018745;3.479481433;1.938589769;1.771449242;0.605584351;0.680322664;0.635001957;0.973807456;0.374430911;0.374430911;0.190247589;-0.190247589;-0.505866934;0.492204033;21.28928065;2.938589769;0.27742638;-0.614352423;1.392013019;1.085422258;-0.05094713;0.353564585;2.560812705;0.552322831;0.306885581;0.341808323;2.146659992;6.337813704;0.297768405;1.730695464;0.190247589;0.068320092;0.26024531;665.0506507;0.150882696;0.607194926;0.435490458;0.771449242;0.278355898;0.157427481;-0.720400297;-0.190247589;0.223240126;-0.505866934;-0.614352423;-1.011059373;-1.14652314;-0.691873831;0.6373367;0.232176587;0.232176587;-0.577648558;-0.373898653;-0.691873831;0.190247589;0.436401177;0.6373367;-0.715991695;0.505866934;-0.157403413;1.226267231;-0.850406274;2.311444102;0.860200149;-0.720400297;-0.060398254;-2.75050203;-0.26479744;-0.394157521;-30.91458965;0.229575115;0.30076941
237;L_S3S2_5;10.7;0.0127;0.5;95.1;0.78;1.01;2.277;0.5564;0.3699;0.2591;0.2599;0.046683629;0.076840539;0.061784266;0.1260073;0.255003331;0.295667257;0.314246563;0.326882778;0.25234713;0.154785188;-0.607041304;0.109248362;0.220764139;0.671387228;0.042464259;0.540284342;2.307675847;0.427569816;0.239632025;0.178884987;-0.069325223;0.93814974;0.13921758;0.109248362;0.414662933;5.077915793;1.501373435;0.472837837;0.440331349;0.80302272;0.110926248;0.109248362;0.426179419;0.636845322;0.387796116;0.119839389;0.432283239;0.758079348;5.086190719;15.12819093;3.08959344;1.493875857;1.630305414;0.472837837;0.80302272;0.607041304;1.323467526;0.305407327;0.305407327;0.109248362;-0.109248362;-0.533150564;0.427569816;16.44986605;2.493875857;0.163759838;-0.606634248;3.004419988;0.939971351;-0.032386499;0.341991041;2.10359954;0.533055398;0.291009803;0.288155023;2.04382917;5.297857786;0.246656283;1.426340657;0.109248362;0.079087208;0.313853277;665.041237;0.172471331;0.546342202;0.386617997;0.630305414;0.239632025;0.029141937;-0.671387228;-0.109248362;0.244523084;-0.533150564;-0.606634248;-1.084294844;-1.206247271;-0.64980186;0.6317;0.2180119;0.2180119;-0.591240705;-0.354928738;-0.64980186;0.109248362;0.462004099;0.6317;-0.377403501;0.533150564;-0.108611674;1.204537793;-0.878437945;2.969452229;0.835693614;-0.671387228;-0.102488098;-2.158288227;-0.336511192;-0.536567202;-29.29714366;0.244663516;0.263840728
242;L_S3S2_6;9.6;0.0124;7.2;100.6;0.56;1.01;2.277;0.5564;0.3433;0.2438;0.2392;0.052717576;0.074999291;0.084685684;0.131361517;0.188034727;0.216359816;0.232124592;0.254354855;0.302702197;0.203697307;-0.511602352;-0.13196348;0.281952729;0.465385499;0.050520878;0.439636848;1.55647119;0.277213003;0.195507479;0.16104263;0.152545564;0.929103152;0.232659019;-0.13196348;0.353099766;5.720879743;1.237768487;0.274079182;0.268720093;1.304050526;0.054916516;-0.13196348;0.607143781;0.595663173;0.184884758;0.243359764;0.270758546;0.570878212;2.741013378;33.48804406;2.095023813;0.767066934;1.486039269;0.274079182;1.304050526;0.511602352;1.606403216;0.149840857;0.149840857;-0.13196348;0.13196348;-0.60286473;0.277213003;8.505054571;1.767066934;-0.090554624;-0.562786096;3.450466435;0.607174984;-0.004998689;0.216044608;0.788954551;0.418060782;0.297431285;0.188273748;1.154420019;3.096155558;0.151174184;0.832988184;-0.13196348;0.09134336;0.126594156;665.0341853;0.04382478;0.358694312;0.327070273;0.486039269;0.195507479;-0.316803148;-0.465385499;0.13196348;0.323099291;-0.60286473;-0.562786096;-1.405254252;-1.529010365;-0.612948707;0.580685411;0.23880043;0.23880043;-0.55327248;-0.408675177;-0.612948707;-0.13196348;0.434506764;0.580685411;-0.646063526;0.60286473;0.060659387;1.068250229;-0.86674722;3.029065195;0.73269275;-0.465385499;-0.215889823;-1.062190843;-0.461785384;-0.588810325;-29.53349327;0.298573255;0.241152659
247;L_S3S2_7;10.1;0.009;13.7;100.6;0.24;1.01;2.277;0.5564;0.3557;0.2509;0.2489;0.041463076;0.070680227;0.074391708;0.125597803;0.192305245;0.220957477;0.236994047;0.2506927;0.278666974;0.183195889;-0.540551597;-0.080814577;0.27013253;0.522189395;0.044595028;0.448405127;1.820916826;0.307222139;0.206708727;0.156967189;0.118130946;0.937706847;0.284223328;-0.080814577;0.378911318;6.186305802;1.366910522;0.296206915;0.297582623;1.175839552;0.067909015;-0.080814577;0.568425222;0.588334697;0.240592244;0.262175224;0.300601171;0.595285882;3.185758912;31.26692595;2.35304593;0.886928283;1.521142066;0.296206915;1.175839552;0.540551597;1.794167618;0.176537769;0.176537769;-0.080814577;0.080814577;-0.595358276;0.307222139;9.47648618;1.886928283;-0.035822045;-0.57858729;11.80814986;0.633613353;-0.007750673;0.256043903;1.053916522;0.450313813;0.320551234;0.20086342;1.449951401;3.495944379;0.164033564;0.918657281;-0.080814577;0.088783615;0.227018203;665.0309123;0.099160804;0.400136642;0.342599207;0.521142066;0.206708727;-0.250606783;-0.522189395;0.080814577;0.298236296;-0.595358276;-0.57858729;-1.27564534;-1.394984196;-0.60112686;0.6127763;0.217474849;0.217474849;-0.578638553;-0.387406804;-0.60112686;-0.080814577;0.464962626;0.6127763;-0.329991058;0.595358276;0.02558373;1.11754767;-0.887986069;3.498822311;0.761094697;-0.522189395;-0.186526111;-1.251053214;-0.443191208;-0.630879847;-28.10661134;0.281331978;0.262923117
292;L_S3S2_8;19;0.0163;14.3;71.2;0.78;1.01;2.277;0.5564;0.5107;0.3541;0.3695;0.03043416;0.064108292;0.037870305;0.107329979;0.286597165;0.334926152;0.352864989;0.3516927;0.226595252;0.123660099;-0.692506475;0.217909235;0.203597236;0.806158771;0.029658754;0.547167417;3.10517146;0.533545622;0.293886024;0.165545172;-0.183451788;0.955752644;0.108867621;0.217909235;0.484154952;6.281544804;2.103853628;0.582533567;0.543588163;0.642158498;0.172359553;0.217909235;0.320458639;0.6618369;0.551588283;0.069283015;0.530451673;0.880767944;9.317722467;11.15697856;4.504202006;2.287664765;1.832403928;0.582533567;0.642158498;0.692506475;1.244335462;0.410705377;0.410705377;0.217909235;-0.217909235;-0.558943856;0.533545622;21.66593409;3.287664765;0.366736933;-0.713608794;1.925117093;1.106166493;-0.054903756;0.478371476;4.897616637;0.638139004;0.296131246;0.350343167;3.331780353;9.451282818;0.304876768;1.779630987;0.217909235;0.059284368;0.478872125;665.0328098;0.304863624;0.66346544;0.454268797;0.832403928;0.293886024;0.154937574;-0.806158771;-0.217909235;0.181679379;-0.558943856;-0.713608794;-0.949560418;-1.078229359;-0.709400496;0.679136264;0.163156064;0.163156064;-0.683046052;-0.398098813;-0.709400496;0.217909235;0.481315318;0.679136264;-0.035660355;0.558943856;-0.257289158;1.365102627;-0.91702277;3.35079385;0.903079386;-0.806158771;-0.070696199;-3.370430795;-0.317155656;-0.60499294;-30.88067378;0.175988945;0.341355175
302;L_S3S2_9;19.6;0.0145;11.3;67.6;0.71;1.01;2.277;0.5564;0.5183;0.3603;0.3754;0.030587952;0.056941885;0.03596584;0.097602622;0.250646917;0.294628065;0.332038342;0.314409001;0.183250602;0.099027286;-0.707224783;0.288746229;0.158040539;0.8045357;0.027643555;0.577438591;4.098627096;0.545654952;0.298370224;0.156357854;-0.24647528;0.958767044;0.080805134;0.288746229;0.461084037;7.316138522;2.155539738;0.561413778;0.519423854;0.551895909;0.145198686;0.288746229;0.331274016;0.678223417;0.562731686;0.055099831;0.511643564;0.842249267;9.232047498;12.80323945;4.831179289;2.401940787;1.850506164;0.561413778;0.551895909;0.707224783;1.175817199;0.384685714;0.384685714;0.288746229;-0.288746229;-0.525864562;0.545654952;20.69260737;3.401940787;0.336587319;-0.67186914;1.884573541;0.981468916;-0.045703756;0.461462096;4.400992566;0.622426389;0.505126673;0.323659172;3.382532311;9.361341877;0.2879837;1.672725999;0.288746229;0.052778358;0.4250435;665.0274979;0.262306685;0.650457163;0.459607312;0.850506164;0.298370224;0.164843192;-0.8045357;-0.288746229;0.171491897;-0.525864562;-0.67186914;-0.755290344;-0.86056949;-0.624747573;0.741776498;0.169865544;0.169865544;-0.665238048;-0.315919419;-0.624747573;0.288746229;0.569436177;0.741776498;-0.223907502;0.525864562;-0.225772888;1.330400262;-0.905139546;3.037396083;0.90226785;-0.8045357;-0.007245405;-3.465531451;-0.269831533;-0.528019199;-26.95453841;0.18030219;0.556083106
157;L_S4S3_1;16.9;0.0103;62.5;72.1;0.76;1.01;2.277;0.5564;0.482;0.3319;0.3472;0.055149407;0.083160763;0.051824915;0.126179407;0.38249822;0.496258051;0.511282119;0.530253475;0.212925169;0.105714746;-0.720206044;0.411977281;0.154451271;0.815932275;0.041723054;0.663634524;3.78256652;0.604119145;0.336462629;0.234197785;-0.362954903;0.936515472;-0.031077472;0.411977281;0.437377262;4.099678236;2.03449833;0.815443696;0.705452195;0.416453386;0.160085013;0.411977281;0.254261682;0.74040354;0.582260856;-0.026347338;0.648275087;1.20736155;9.865565937;4.854925377;5.148117237;3.052025063;2.014148244;0.815443696;0.416453386;0.720206044;0.939718454;0.544410285;0.544410285;0.411977281;-0.411977281;-0.438266032;0.604119145;34.22905763;4.052025063;0.392501391;-0.608499349;1.340861579;1.654834906;-0.090982161;0.41771172;4.349201659;0.603125239;0.422045539;0.489631537;3.32193363;9.998264444;0.447373445;2.595803409;0.411977281;0.069975286;0.352824476;665.0520093;0.217153696;0.73705597;0.503512215;1.014148244;0.336462629;0.463163638;-0.815932275;-0.411977281;0.16265142;-0.438266032;-0.608499349;-0.803580678;-0.937593708;-0.849688305;0.644317149;0.190981466;0.190981466;-0.627206984;-0.356162606;-0.849688305;0.411977281;0.393066975;0.644317149;-0.430867283;0.438266032;-0.232142016;1.254198308;-0.875378632;2.447636083;0.907966138;-0.815932275;0.088250009;-4.554278859;-0.119411899;-0.314335656;-36.78076271;0.186390941;0.478745435
172;L_S4S3_3;10.4;0.0055;24.2;93.8;0.47;1.01;2.277;0.5564;0.3629;0.255;0.2545;0.049649915;0.075168729;0.067474322;0.114585847;0.257538644;0.317047288;0.342326356;0.344650678;0.219335932;0.13058339;-0.639906042;0.218975755;0.187510424;0.670696875;0.044447793;0.590438934;2.894262597;0.49843385;0.253637158;0.194637567;-0.154932387;0.935841516;0.15218376;0.218975755;0.390907324;4.576323189;1.450910857;0.499804424;0.467899393;0.640721722;0.066617717;0.218975755;0.361415637;0.743158152;0.411744127;0.155555046;0.453152059;0.801380621;5.073431575;12.38143369;3.55410596;1.98750992;1.679661805;0.499804424;0.640721722;0.639906042;1.359001756;0.31717142;0.31717142;0.218975755;-0.218975755;-0.489524352;0.49843385;20.10247458;2.98750992;0.082741664;-0.529484591;4.974811111;0.962758791;-0.047920636;0.258768986;1.56927863;0.475375259;0.427414168;0.303295955;2.202011053;5.278231232;0.27188491;1.55283635;0.218975755;0.08238776;0.244636981;665.0466253;0.124179353;0.559543664;0.404642055;0.679661805;0.253637158;0.140577795;-0.670696875;-0.218975755;0.219582067;-0.489524352;-0.529484591;-0.910414047;-1.021354725;-0.637567542;0.668678149;0.222230772;0.222230772;-0.565212967;-0.303146081;-0.637567542;0.218975755;0.499809493;0.668678149;-0.511153796;0.489524352;-0.053941687;1.160221227;-0.866153902;2.872976723;0.835348437;-0.670696875;-0.065251018;-2.588403843;-0.269327292;-0.449048385;-28.32770695;0.253965869;0.401481997
192;L_S4S3_4;9;0.0026;15.2;100.9;0.38;1.01;2.277;0.5564;0.3275;0.2349;0.2269;0.070082373;0.092673898;0.094009407;0.142989492;0.248526864;0.285106864;0.316603136;0.316091271;0.274004068;0.171958729;-0.54713365;0.072127579;0.227848729;0.542101631;0.059685675;0.511904308;1.993653801;0.377755503;0.228820296;0.204381606;-0.024741035;0.914345905;0.145814945;0.072127579;0.360927905;3.797003904;1.082551877;0.410676874;0.378718417;0.865449634;0.059193196;0.072127579;0.501529459;0.696835209;0.258142918;0.167334212;0.366665928;0.707164313;3.367781443;15.17887014;2.416313993;1.214170651;1.593429247;0.410676874;0.865449634;0.54713365;1.34141301;0.237855402;0.237855402;0.072127579;-0.072127579;-0.494521586;0.377755503;15.12207203;2.214170651;-0.011453669;-0.489098018;25.37407196;0.782623657;-0.028278644;0.206667985;0.905560433;0.429680533;0.347445997;0.256307015;1.367650704;3.663377317;0.223108729;1.257591688;0.072127579;0.103855826;0.140500315;665.0562385;0.060828877;0.452511479;0.372422715;0.593429247;0.228820296;0.004889837;-0.542101631;-0.072127579;0.292713141;-0.494521586;-0.489098018;-1.149801292;-1.277357966;-0.627133369;0.597924582;0.275574477;0.275574477;-0.496207759;-0.331584958;-0.627133369;0.072127579;0.427608521;0.597924582;-0.64372901;0.494521586;0.007153872;1.036623217;-0.831663927;2.663769753;0.771050815;-0.542101631;-0.091980952;-1.658686541;-0.299603384;-0.42090519;-28.85180746;0.316087078;0.290564897
237;L_S4S3_5;9.6;0.0055;0.5;90.2;0.75;1.01;2.277;0.5564;0.3433;0.2438;0.2392;0.05627822;0.084116441;0.081047373;0.134453644;0.233613136;0.272257627;0.288772966;0.300967458;0.272787119;0.174807542;-0.548839741;0.028466851;0.241278051;0.561693264;0.051663991;0.5088091;1.947692253;0.364625754;0.218902469;0.183815323;0.012567585;0.926102639;0.180368072;0.028466851;0.379857605;4.450774782;1.211757381;0.383832437;0.363946577;0.944642161;0.071897009;0.028466851;0.493847116;0.649154579;0.272304775;0.18422076;0.35822155;0.677772328;3.563014517;18.97667445;2.433014566;1.147751131;1.560499707;0.383832437;0.944642161;0.548839741;1.440119684;0.232078835;0.232078835;0.028466851;-0.028466851;-0.5286321;0.364625754;13.38536695;2.147751131;0.02818617;-0.541891055;13.60586773;0.779908442;-0.02287661;0.247823755;1.144927524;0.458994322;0.31659937;0.243638752;1.479583281;3.846744804;0.206542096;1.173590922;0.028466851;0.095353787;0.213163553;665.0476654;0.101150159;0.454798864;0.35917963;0.560499707;0.218902469;-0.071545569;-0.561693264;-0.028466851;0.291289181;-0.5286321;-0.541891055;-1.185122225;-1.307596695;-0.619472691;0.60541598;0.250008262;0.250008262;-0.537607433;-0.346155212;-0.619472691;0.028466851;0.445562611;0.60541598;-0.476428523;0.5286321;-0.018581963;1.090325364;-0.857999079;2.934773214;0.780846632;-0.561693264;-0.130484846;-1.608089983;-0.350261496;-0.512923517;-28.55341;0.294116014;0.26265469
242;L_S4S3_6;8.6;0.0051;1;99.3;0.73;1.01;2.277;0.5564;0.3163;0.2288;0.2183;0.051501949;0.077388729;0.074539746;0.127384661;0.232737712;0.282458729;0.298770424;0.305892203;0.262081271;0.168183729;-0.588531991;0.065416852;0.233617119;0.600655156;0.047482023;0.530265379;2.057031063;0.402167588;0.218231886;0.183290643;-0.019874053;0.932118205;0.182779172;0.065416852;0.380418658;5.07153961;1.432500631;0.412266265;0.391866047;0.877199516;0.073221187;0.065416852;0.45098504;0.669548217;0.325809426;0.180852203;0.385139242;0.706901293;4.008202881;17.34318386;2.860645191;1.345419153;1.558303369;0.412266265;0.877199516;0.588531991;1.447318927;0.252564299;0.252564299;0.065416852;-0.065416852;-0.544061456;0.402167588;14.92475932;2.345419153;0.02836883;-0.557129579;13.6294842;0.817113731;-0.026254068;0.261706428;1.295283768;0.466263943;0.305786318;0.259357503;1.739696629;4.260540233;0.223132051;1.266839989;0.065416852;0.087265318;0.215427508;665.0411848;0.102328358;0.487722907;0.358276431;0.558303369;0.218231886;-0.02652592;-0.600655156;-0.065416852;0.259024062;-0.544061456;-0.557129579;-1.158596102;-1.27596803;-0.638349703;0.613109834;0.229812407;0.229812407;-0.563672119;-0.350957521;-0.638349703;0.065416852;0.455873933;0.613109834;-0.569086749;0.544061456;-0.018752134;1.144716611;-0.868034636;2.949955819;0.800327578;-0.600655156;-0.138035965;-1.780052597;-0.369727945;-0.531130571;-29.47113975;0.270888857;0.258558545
